"card_type","card_name","banned","dealt","drafted","played","won","ADP","PWR"
"Occupation","Magician","0","1,352","1,225","987","241","3.4","2.5"
"Occupation","Maid","0","1,234","510","208","44","6.0","0.5"
"Occupation","Mailman","0","1,315","711","358","118","6.0","1.3"
"Occupation","Major","0","592","467","339","63","4.6","1.5"
"Occupation","Manservant","0","1,336","1,131","663","200","4.1","2.1"
"Occupation","Manual Labourer","0","1,144","520","306","94","5.6","1.2"
"Occupation","Manufacturer","0","1,311","1,210","842","241","4.0","2.6"
"Occupation","Manure Shoveler","0","929","894","730","265","3.0","4.1"
"Occupation","Margrave","0","1,139","744","366","114","5.7","1.4"
"Occupation","Market Crier","0","1,354","1,082","856","176","4.7","1.9"
"Occupation","Market Woman","0","1,537","1,507","1,429","414","2.0","3.8"
"Occupation","Martial Artist","0","1,184","404","197","71","5.8","0.9"
"Occupation","Mason","0","1,554","1,502","1,314","470","1.9","4.3"
"Occupation","Mason's Apprentice","1","1,094","1,013","603","212","3.1","2.8"
"Occupation","Master Baker","0","1,021","190","35","9","6.2","0.1"
"Occupation","Master Brewer","0","1,160","397","135","37","6.1","0.5"
"Occupation","Master Builder","0","1,328","888","523","213","5.2","2.3"
"Occupation","Master Cook","0","1,300","1,131","912","257","3.7","2.8"
"Occupation","Master Fencer","0","1,155","1,041","699","206","3.9","2.5"
"Occupation","Master Forester","0","1,175","325","168","40","5.9","0.5"
"Occupation","Master Huntsman","0","1,330","1,264","1,137","347","2.5","3.7"
"Occupation","Master Renovator","0","1,250","727","307","87","5.3","1.0"
"Occupation","Master Shepherd","0","1,354","1,075","613","174","5.3","1.8"
"Occupation","Master Stableman","0","1,314","1,265","993","244","3.2","2.7"
"Occupation","Master Tanner","0","1,185","1,124","664","172","3.5","2.1"
"Occupation","Mastermind","0","1,269","969","620","171","4.7","1.9"
"Occupation","Mayor Candidate","0","1,098","924","670","209","4.2","2.7"
"Occupation","Mbaba Mwana","0","590","558","358","118","2.9","2.9"
"Occupation","Meat-seller","0","1,301","386","117","31","6.2","0.3"
"Occupation","Mendicant","0","1,303","755","355","112","5.9","1.2"
"Occupation","Merchant","0","1,367","539","216","62","6.1","0.6"
"Occupation","Merchant Plowman","0","1,191","1,132","878","285","3.7","3.4"
"Occupation","Meticulous Men","0","941","569","328","84","5.4","1.3"
"Occupation","Midnight Fencer","1","1,186","584","269","95","6.0","1.1"
"Occupation","Midwife","1","639","104","36","11","6.4","0.2"
"Occupation","Milking Hand","0","1,448","1,379","1,062","354","3.0","3.5"
"Occupation","Miller","0","1,184","838","426","127","5.3","1.5"
"Occupation","Minimalist","0","1,113","653","285","106","5.3","1.4"
"Occupation","Miser","0","1,302","1,088","706","211","4.5","2.3"
"Occupation","Mountain Plowman","0","1,159","1,039","722","211","4.4","2.6"
"Occupation","Mushroom Collector","0","1,341","935","588","112","4.8","1.2"
"Occupation","Musketeer","0","1,012","272","89","22","6.2","0.3"
"Occupation","Native","0","450","437","425","152","1.6","4.8"
"Occupation","Naturalist","0","978","826","523","156","4.5","2.3"
"Occupation","Net Fisherman","0","1,066","323","140","25","5.7","0.3"
"Occupation","Nile Farmer","0","528","476","388","86","3.5","2.3"
"Occupation","Ninja","0","1,269","1,244","1,158","373","1.9","4.2"
"Occupation","Noble","1","1,227","1,186","1,039","336","1.8","3.9"
"Occupation","Novelist","0","4","4","2","0","5.5","0.0"
"Occupation","Nurse Maid","0","1,004","501","292","106","5.6","1.5"
"Occupation","Oceanographer","0","1,343","1,094","741","194","4.6","2.1"
"Occupation","Officer","0","1,213","1,175","993","310","2.0","3.7"
"Occupation","Old Crafter","0","613","510","373","119","4.7","2.8"
"Occupation","Old Hiker","0","1,129","1,037","925","305","4.2","3.9"
"Occupation","Old Miser","1","1,185","305","177","56","5.4","0.7"
"Occupation","Omnifarmer","0","1,242","1,201","925","311","3.2","3.6"
"Occupation","Organic Farmer","0","1,350","1,053","550","206","5.3","2.2"
"Occupation","Organised Handyman","0","1,197","1,085","686","204","4.4","2.4"
"Occupation","Outrider","0","1,288","582","319","97","5.6","1.1"
"Occupation","Oven Admirer","0","883","785","570","185","4.0","3.0"
"Occupation","Oven Inspector","0","1,126","917","619","137","4.9","1.7"
"Occupation","Over Achiever","0","1,278","1,176","960","371","3.0","4.1"
"Occupation","Paleontologist","1","707","597","355","94","4.3","1.9"
"Occupation","Parquet Setter","0","1,296","983","677","212","5.1","2.3"
"Occupation","Part Time Builder","0","1,242","1,087","851","211","3.8","2.4"
"Occupation","Parvenu","0","1,129","795","384","130","5.4","1.6"
"Occupation","Pasteurization Expert","0","1,320","1,228","809","230","4.4","2.5"
"Occupation","Pastor","0","1,386","1,040","532","171","5.3","1.8"
"Occupation","Pasture Lover","1","979","931","699","187","2.8","2.7"
"Occupation","Pasture Planner","0","1,131","1,098","952","201","3.2","2.5"
"Occupation","Patron","0","1,542","1,540","1,485","425","1.9","3.9"
"Occupation","Patroness","0","1,390","1,377","1,354","438","1.6","4.5"
"Occupation","Pawnbroker","0","931","85","17","6","6.4","0.1"
"Occupation","Pear Peeler","0","1,311","1,001","645","175","4.7","1.9"
"Occupation","Peasant","0","1,190","1,055","775","184","4.1","2.2"
"Occupation","Pen Builder","0","1,155","654","311","83","5.4","1.0"
"Occupation","Peon","0","1,168","1,086","753","193","4.1","2.4"
"Occupation","Permaculturist","0","1,241","565","242","44","5.5","0.5"
"Occupation","Perpetual Student","0","1,406","1,393","1,333","385","1.6","3.9"
"Occupation","Photographer","0","922","901","767","218","2.5","3.4"
"Occupation","Pickler","0","1,202","1,094","839","249","3.8","3.0"
"Occupation","Pieceworker","0","1,371","1,250","941","255","4.1","2.7"
"Occupation","Pig Breeder","0","1,351","950","530","172","5.6","1.8"
"Occupation","Pig Catcher","0","1,076","180","54","11","6.1","0.1"
"Occupation","Pig Whisperer","0","1,300","330","171","44","5.9","0.5"
"Occupation","Pioneer","0","1,145","600","310","113","5.4","1.4"
"Occupation","Pipe Smoker","0","1,317","1,167","791","267","4.2","2.9"
"Occupation","Plow Deal Maker","1","945","805","562","173","4.4","2.6"
"Occupation","Plow Driver","0","1,505","1,389","1,157","338","2.4","3.2"
"Occupation","Plow Maker","0","1,395","1,313","1,057","276","4.0","2.8"
"Occupation","Plowman","0","1,305","1,116","804","207","4.3","2.3"
"Occupation","Poker Player","0","964","889","769","209","2.9","3.1"
"Occupation","Politician","0","1,364","1,281","905","272","4.1","2.8"
"Occupation","Polymorph Master","1","953","740","326","80","5.2","1.2"
"Occupation","Porcelain Maker","0","244","234","203","74","2.8","4.3"
"Occupation","Potter","0","1,149","413","184","52","6.1","0.6"
"Occupation","Powerhouse","0","1,294","704","317","125","5.5","1.4"
"Occupation","Prefect","0","1,188","565","243","72","6.0","0.9"
"Occupation","Primitive Man","0","833","616","427","166","4.1","2.8"
"Occupation","Project Servant","0","907","575","312","88","5.3","1.4"
"Occupation","Prophet","0","1,241","1,119","665","177","4.7","2.0"
"Occupation","Prosecutor","0","1,170","674","251","85","5.6","1.0"
"Occupation","Prudent Merchant","0","1,225","1,125","760","254","4.4","3.0"
"Occupation","Puppeteer","0","1,003","908","681","186","4.0","2.6"
"Occupation","Quarryman","0","1,283","449","207","47","6.1","0.5"
"Occupation","Racing Stable Manager","0","1,219","981","613","139","4.5","1.6"
"Occupation","Ram Wrangler","0","946","709","461","156","5.2","2.4"
"Occupation","Rancher","0","1,297","967","575","181","4.8","2.0"
"Occupation","Ratcatcher","1","4","4","3","1","4.3","3.6"
"Occupation","Real Estate Agent","0","1,129","767","359","108","5.4","1.4"
"Occupation","Reed Buyer","1","615","189","68","18","5.7","0.4"
"Occupation","Reed Collector","0","1,489","1,439","1,228","328","2.8","3.1"
"Occupation","Reeve","0","1,503","1,474","1,180","347","3.0","3.3"
"Occupation","Reformer","0","1,267","1,197","898","252","4.0","2.8"
"Occupation","Remodeler","0","1,321","1,286","1,067","293","2.8","3.2"
"Occupation","Renaissance Man","0","1,206","1,125","650","199","4.1","2.4"
"Occupation","Renovator","0","1,302","1,040","598","168","5.1","1.8"
"Occupation","Resource Collector","0","975","840","620","178","4.7","2.6"
"Occupation","Resource Dealer","0","1,182","1,144","917","265","3.5","3.2"
"Occupation","Resource Gatherer","0","1,085","938","577","198","4.4","2.6"
"Occupation","Resource Lender","0","1,339","941","597","151","4.6","1.6"
"Occupation","Resource Seller","0","1,353","1,278","1,067","283","3.8","3.0"
"Occupation","Restless Father","0","996","913","740","266","3.3","3.8"
"Occupation","Rice Farmer","0","1,188","854","524","113","4.8","1.4"
"Occupation","River Pig","0","880","677","300","91","5.3","1.5"
"Occupation","Riverman","0","886","470","230","44","5.3","0.7"
"Occupation","Rogue","1","734","727","663","218","1.8","4.2"
"Occupation","Rule Breaker","0","989","963","694","264","2.6","3.8"
"Occupation","Sailboat Constructor","0","1,534","1,364","1,068","363","4.1","3.4"
"Occupation","Scapegrace","0","1,178","864","447","127","5.2","1.5"
"Occupation","Schnaps Distiller","0","1,432","967","519","131","5.4","1.3"
"Occupation","Scholar","0","1,466","1,395","1,038","344","2.5","3.4"
"Occupation","School Lunch Lady","0","1,281","1,227","1,169","334","2.2","3.7"
"Occupation","Scrounger","0","1,227","1,126","928","280","3.8","3.3"
"Occupation","Sculptors Son","0","1,319","1,152","810","247","4.3","2.7"
"Occupation","Seal Trainer","0","771","382","153","23","5.3","0.4"
"Occupation","Seasonal Worker","0","1,376","1,319","1,035","239","3.1","2.5"
"Occupation","Seed Seller","0","1,389","1,236","1,013","245","4.3","2.5"
"Occupation","Self-Employee","0","1,146","472","279","80","5.8","1.0"
"Occupation","Serf","0","1,304","933","539","120","5.2","1.3"
"Occupation","Shearer","0","1,303","1,200","905","271","3.3","3.0"
"Occupation","Sheep Farmer","0","1,347","1,267","831","206","4.2","2.2"
"Occupation","Sheep Whisperer","0","1,012","217","97","25","6.0","0.4"
"Occupation","Shepherd","0","1,107","338","114","33","6.2","0.4"
"Occupation","Shepherd Boy","0","1,318","809","402","113","5.4","1.2"
"Occupation","Shovel Worker","0","1,338","1,135","758","253","4.5","2.7"
"Occupation","Silo Builder","0","1,342","1,309","1,162","408","2.3","4.3"
"Occupation","Silo Girl","0","1,459","1,329","1,017","355","2.9","3.5"
"Occupation","Slaughterman","0","934","167","56","15","6.3","0.2"
"Occupation","Small Scale Farmer","0","267","254","224","66","3.2","3.5"
"Occupation","Smallholder","1","1,047","206","52","17","6.3","0.2"
"Occupation","Smuggler","0","1,169","800","445","148","5.3","1.8"
"Occupation","Snake Oil Salesman","0","239","217","154","31","3.9","1.9"
"Occupation","Social Climber","0","1,458","1,354","1,027","292","3.5","2.9"
"Occupation","Soil Nutritionist","0","1,048","1,016","798","219","3.7","3.0"
"Occupation","South Pole Explorer","0","420","355","249","64","3.8","2.2"
"Occupation","Speculator","0","1,008","987","905","263","2.8","3.7"
"Occupation","Spragger","0","7","4","2","0","5.5","0.0"
"Occupation","Spring Worker","0","1,107","988","603","155","4.3","2.0"
"Occupation","Stable Artificer","0","552","543","440","139","3.4","3.6"
"Occupation","Stable Deliveryman","0","1,298","1,108","807","182","4.1","2.0"
"Occupation","Stablehand","0","1,203","735","410","114","5.4","1.4"
"Occupation","Stablemaster","1","995","150","36","13","6.3","0.2"
"Occupation","Stage Star","0","1,281","816","564","153","5.3","1.7"
"Occupation","Stockman","0","1,349","1,266","902","253","4.1","2.7"
"Occupation","Stone Baron","0","971","808","442","134","4.9","2.0"
"Occupation","Stone Breaker","0","1,306","806","258","64","5.8","0.7"
"Occupation","Stone Buyer","1","659","314","131","34","5.5","0.7"
"Occupation","Stone Carrier","0","1,086","420","142","29","6.1","0.4"
"Occupation","Stone Carver","0","1,284","745","384","118","5.6","1.3"
"Occupation","Stone Curator","0","1,509","1,371","956","358","3.7","3.4"
"Occupation","Stone Custodian","0","1,130","466","210","64","6.1","0.8"
"Occupation","Stone House Builder","1","1,114","1,093","888","162","2.5","2.1"
"Occupation","Stone Sculptor","0","1,216","1,151","919","271","3.6","3.2"
"Occupation","Stonecutter","0","1,359","1,328","1,032","274","3.2","2.9"
"Occupation","Store Owner","0","367","308","224","65","4.3","2.5"
"Occupation","Storehouse Clerk","0","1,277","601","260","103","5.6","1.2"
"Occupation","Storehouse Keeper","0","1,507","1,315","1,070","305","3.2","2.9"
"Occupation","Storehouse Minder","0","1,336","408","175","61","6.1","0.7"
"Occupation","Storyteller","0","1,255","591","304","70","5.4","0.8"
"Occupation","Street Musician","0","1,335","723","355","79","5.4","0.8"
"Occupation","Stroller","0","1,306","695","386","125","5.6","1.4"
"Occupation","Stud Master","0","951","839","569","199","4.6","3.0"
"Occupation","Sugar Daddy","0","914","783","549","171","3.8","2.7"
"Occupation","Sun Farmer","0","1,399","1,058","660","137","4.9","1.4"
"Occupation","Sunday Worker","0","1,373","1,211","907","248","4.1","2.6"
"Occupation","Sunrise Admirer","0","1,498","1,347","1,201","297","3.6","2.8"
"Occupation","Supervisor","0","1,236","818","309","88","5.3","1.0"
"Occupation","Surveyor","0","826","479","167","49","5.5","0.8"
"Occupation","Swineherd","0","1,289","449","164","47","6.0","0.5"
"Occupation","Sycophant","0","1,205","714","362","86","5.3","1.0"
"Occupation","Tanner","0","1,366","955","444","148","5.3","1.5"
"Occupation","Tapestry Weaver","0","1,254","1,025","569","195","5.0","2.2"
"Occupation","Tarzan","0","932","553","251","83","5.6","1.3"
"Occupation","Taster","1","9","8","7","4","2.4","6.3"
"Occupation","Tavern Keeper","0","1,294","728","373","120","5.5","1.3"
"Occupation","Tenant Farmer","0","1,322","1,061","631","195","5.1","2.1"
"Occupation","Thatcher","0","1,553","1,289","891","233","4.1","2.1"
"Occupation","Thatcher's Helper","0","894","592","336","89","5.4","1.4"
"Occupation","Tile Maker","0","1,318","1,105","723","179","4.8","1.9"
"Occupation","Tinsmith","0","1,328","699","362","100","5.7","1.1"
"Occupation","Tower Builder","0","1,332","1,044","491","139","5.0","1.5"
"Occupation","Trailblazer","0","1,285","1,194","981","293","3.7","3.3"
"Occupation","Traveling Salesman","0","1,341","765","352","86","5.7","0.9"
"Occupation","Treasure Hunter","0","1,383","1,243","1,042","305","3.6","3.2"
"Occupation","Trinket Collector","0","1,054","1,021","737","278","3.6","3.8"
"Occupation","Turkey Breeder","0","1,422","1,387","1,279","361","2.3","3.6"
"Occupation","Turner","1","1,138","132","38","3","6.4","0.0"
"Occupation","Tutor","0","1,495","1,462","1,330","330","2.8","3.2"
"Occupation","Undergardener","0","1,334","1,229","865","212","3.7","2.3"
"Occupation","Unicycle Driver","0","1,079","746","419","107","5.0","1.4"
"Occupation","Universal Educator","0","1,026","622","390","113","5.2","1.6"
"Occupation","Vegetable Importer","1","1,016","789","586","145","4.3","2.0"
"Occupation","Vegetable Vendor","0","1,301","1,247","1,063","281","2.8","3.1"
"Occupation","Veggie Lover","0","1,108","1,071","722","219","3.1","2.8"
"Occupation","Veterinarian","0","1,026","153","59","8","6.3","0.1"
"Occupation","Village Druid","0","1,274","1,134","951","274","3.8","3.1"
"Occupation","Village Elder","0","1,547","1,484","1,192","392","3.2","3.6"
"Occupation","Village Fool","0","1,344","1,015","622","190","4.7","2.0"
"Occupation","Village Lady","0","402","317","269","105","4.3","3.7"
"Occupation","Villein","0","864","825","622","191","3.2","3.2"
"Occupation","Vinedresser","0","1,095","974","686","230","4.1","3.0"
"Occupation","Vineyard Labor","0","987","746","414","103","4.9","1.5"
"Occupation","Visionary","0","1,107","915","623","164","3.9","2.1"
"Occupation","Visiting Quarryman","0","1,315","1,207","1,022","339","3.4","3.7"
"Occupation","Walrus Hunter","0","1,110","819","461","98","5.1","1.3"
"Occupation","Wares Salesman","0","1,136","972","669","210","4.2","2.6"
"Occupation","Water Carrier","0","1,101","671","313","94","5.7","1.2"
"Occupation","Wealthiest Cousin","0","510","427","390","112","4.1","3.1"
"Occupation","Wealthiest European","0","1,311","912","700","264","3.9","2.9"
"Occupation","Wealthy Man","0","1,099","414","240","80","4.2","1.0"
"Occupation","Weaver","0","1,099","343","112","28","6.2","0.4"
"Occupation","Well Builder","0","1,241","1,209","930","261","3.1","3.0"
"Occupation","Well Seller","0","870","498","224","48","5.7","0.8"
"Occupation","Wet Nurse","1","19","19","18","5","1.8","3.8"
"Occupation","Wheat Farmer","0","1,213","846","480","135","5.2","1.6"
"Occupation","Wheelbarrow Pusher","0","1,294","1,219","961","260","3.2","2.9"
"Occupation","Wholesale Agent","1","989","892","624","180","4.5","2.6"
"Occupation","Wintercrafter","0","1,151","1,130","977","299","2.7","3.7"
"Occupation","Wolf","0","1,316","1,287","1,186","364","2.3","4.0"
"Occupation","Wood Buyer","1","629","305","147","41","5.6","0.9"
"Occupation","Wood Carver","0","1,347","1,033","701","174","5.0","1.8"
"Occupation","Wood Collector","0","1,563","1,452","1,249","328","3.3","3.0"
"Occupation","Wood Deliveryman","0","1,308","1,228","852","257","4.3","2.8"
"Occupation","Wood Distributor","0","1,292","947","573","142","5.3","1.6"
"Occupation","Wood Gatherers","0","1,266","690","361","88","5.6","1.0"
"Occupation","Wood Worker","0","1,332","775","425","147","5.6","1.6"
"Occupation","Woodcutter","0","1,389","1,090","723","178","4.8","1.8"
"Occupation","Wooden Hut Builder","0","1,343","633","336","91","5.8","1.0"
"Occupation","Workaholic","0","1,323","1,259","896","301","3.7","3.3"
"Occupation","Writing Maniac","0","1,526","1,445","1,219","370","2.4","3.5"
"Occupation","Yeoman Farmer","0","1,288","713","321","74","5.8","0.8"
"Occupation","Zealous Farmer","0","901","868","467","162","3.2","2.6"
"Occupation","Zoo Director","0","1,281","1,277","1,021","344","1.9","3.8"
